Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal,PositionId,TeamId,ConferenceId
2023.0,4242373,Bentley Hanshaw,TE,Liberty,Conference USA,0.0189,0.059,0.0,0.0238,0.006,0.032,0.022,0.004,,,,,,,,,,24.0,,,,,,,17.0,,,,5.0,,,,,202.0,,,,11.9,,12.8,14,13,1,0,9,9,0,0,8,8,0,0,5,5,0,0,346,11,21,12,3,14,2,181,6,0,532,26,2882,303,178,21,32,88,875,27786,0,86,13,670,39,4106,24,71,78,158,6988,18,,No,7,28,8
,4242498,Popo Aumavae,DT,Oregon,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,3.0,9.0,,0.0,3.0,18.0,,,,,,,,,12.7,14,12,2,0,10,8,2,0,7,7,0,0,5,4,1,0,369,19,25,2,6,14,1,58,5,0,308,20,4857,514,397,12,49,93,848,26079,0,201,21,437,33,2583,34,71,79,155,7440,7,,No,12,29,3
,4243195,Jalen Sami,DL,Michigan State,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.5,3.0,,0.0,0.5,15.0,,,,,,,,East,4.3,12,4,8,0,9,2,7,0,6,3,3,0,5,1,4,0,198,10,20,9,7,12,0,22,13,0,320,17,2366,381,222,9,14,81,708,20224,0,89,13,371,7,1064,30,67,49,161,3430,22,,No,3,30,3
,4243265,Aliki Vimahi,DT,Utah,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5.0,,0.0,1.0,12.0,,,,,,,,,8.7,13,8,5,0,9,5,4,0,7,6,1,0,5,2,3,0,244,12,29,2,7,13,2,82,11,0,425,21,2156,328,189,8,15,64,536,26578,0,111,24,562,19,2373,36,75,81,196,4529,13,,No,12,31,3
2023.0,4243715,Dalen Morris,QB,Hawai'i,Mountain West,0.0202,0.0018,0.0573,0.0055,0.007,0.033,0.077,0.004,1.0,,16.0,1.0,,,,0.0,,15.0,,,1.0,,,,,,,,2.0,,,,,53.0,11.0,2.6,,,West,4.0,13,5,8,0,8,3,5,0,7,4,3,0,6,1,5,0,251,16,31,8,7,13,0,63,15,0,410,21,3593,537,337,7,27,80,733,23136,0,101,15,324,6,989,22,68,68,183,4582,23,,No,0,32,9
,4243914,Monty Montgomery,LB,Ole Miss,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,0.0,9.0,,0.0,2.5,21.0,,,,,,,,West,8.4,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,305,25,36,1,5,13,0,145,6,0,309,21,3713,395,256,13,26,93,768,21639,1,117,14,535,29,2294,35,82,65,176,6007,7,,No,10,33,3
2023.0,4243984,Zack Dobson,WR,Middle Tennessee,Conference USA,0.0221,0.0333,0.0085,0.0231,0.027,0.016,0.029,0.015,,34.0,3.0,,,,1.0,,,158.0,1.0,10.0,,,,,17.0,,,,3.0,,,,,441.0,,1.7,,16.5,,4.6,12,4,8,0,8,3,5,0,6,4,2,0,6,0,6,0,232,10,22,8,8,12,0,96,13,0,260,14,3187,438,295,8,23,81,675,20553,0,120,11,384,13,1506,23,70,72,182,4693,21,,No,2,34,8
,4244039,Jerry Roberts Jr.,LB,UMass,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,15.0,,0.0,2.0,38.0,,,,,,,,,4.2,12,3,9,0,2,1,1,0,6,1,5,0,6,2,4,0,213,3,13,6,6,12,2,135,11,0,713,41,2569,348,212,8,14,96,851,21422,0,80,13,390,19,1706,18,54,55,151,4275,17,,No,10,35,3
2023.0,4244071,Xavier Williams,RB,Kent State,Mid-American,0.0566,0.0059,0.101,0.08,0.033,0.053,0.054,0.033,,22.7,42.0,,,,1.0,,,55.0,1.0,15.0,,,,,1.0,,,,1.0,,,,,478.0,,3.3,,1.0,East,2.1,12,1,11,0,8,0,8,0,5,1,4,0,7,0,7,0,180,12,26,6,3,12,0,0,6,0,887,42,1974,306,160,6,11,65,554,20758,0,106,14,441,8,1271,11,49,51,172,3245,12,,No,1,36,7
2023.0,4245186,Frank Harris,QB,UT San Antonio,American Athletic,0.432,0.7467,0.1405,0.3937,0.414,0.524,0.371,0.53,336.0,,86.0,218.0,,,2.0,8.0,,40.0,1.0,,0.649,,,,0.0,,,,22.0,,,,,2829.0,7.5,3.8,,,,9.1,13,9,4,0,8,7,1,0,6,5,1,0,6,3,3,0,294,15,26,8,7,13,0,250,14,0,319,19,3248,446,290,10,25,73,666,23509,1,125,18,516,27,2233,46,99,92,194,5481,22,,No,0,37,2
2023.0,4247578,Hamze Elzayat,WR,Eastern Michigan,Mid-American,0.0581,0.1105,0.0102,0.034,0.079,0.068,0.067,0.079,,36.6,2.0,,,,2.0,,,181.0,1.0,19.0,,0.0,,0.0,25.0,0.0,1.0,,4.0,0.0,1.0,,,693.0,,3.5,,14.8,West,4.5,13,6,7,0,8,4,4,0,7,5,2,0,6,1,5,0,207,10,19,6,11,13,0,65,12,3,729,35,1976,358,197,7,10,79,747,22617,0,142,13,428,18,1457,21,64,63,180,3433,18,,No,2,27,7
,4247983,Nate Norris,LB,Western Michigan,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,1.0,33.0,,0.0,2.5,61.0,,,,,,,,West,4.5,12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0,235,19,39,4,9,12,0,2,9,0,512,28,2534,393,247,9,13,85,747,21550,0,64,7,479,21,1840,24,62,64,179,4374,13,,No,10,38,3
,4248298,Mike Purcell,OL,Maryland,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,East,8.7,13,8,5,0,9,4,5,0,7,4,3,0,5,3,2,0,271,13,19,8,7,13,1,166,13,1,453,23,3626,477,307,17,27,71,735,21991,0,101,12,382,20,1409,34,65,74,176,5035,21,,No,6,39,3
,4249608,Isaac Ukwu,DE,Ole Miss,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,3.5,17.0,,0.0,4.5,27.0,,,,,,,,West,8.4,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,305,25,36,1,5,13,0,145,6,0,309,21,3713,395,256,13,26,93,768,21639,1,117,14,535,29,2294,35,82,65,176,6007,7,,No,5,33,3
2023.0,4249638,Zion Webb,QB,Jacksonville State,Conference USA,0.3465,0.6236,0.1926,0.2418,0.383,0.485,0.356,0.474,194.0,,116.0,97.0,,,2.0,6.0,,61.0,0.0,,0.5,0.0,,0.0,0.0,0.0,1.0,,12.0,0.0,1.0,,,1919.0,6.6,5.5,,,,7.6,13,9,4,0,8,6,2,0,6,5,1,0,6,3,3,0,289,14,27,9,9,13,0,249,12,0,222,11,2223,350,182,16,12,63,564,20844,1,104,18,647,35,3077,38,91,78,207,5300,21,,No,0,40,8
,4249654,Jeremiah Harris,S,Jacksonville State,,,,,,,,,,,30.0,,,,,,2.0,,-1.0,,1.0,,3.0,,0.0,,0.0,35.0,,0.0,1.0,58.0,,,61.0,,,,,,7.6,13,9,4,0,8,6,2,0,6,5,1,0,6,3,3,0,289,14,27,9,9,13,0,249,12,0,222,11,2223,350,182,16,12,63,564,20844,1,104,18,647,35,3077,38,91,78,207,5300,21,,No,9,40,3
2023.0,4250013,Ramon Jefferson,RB,Kentucky,SEC,0.0398,0.0,0.0897,0.0581,0.031,0.014,0.048,0.012,,,24.0,,,,,,,74.0,,,,,,,,,,,0.0,,,,,175.0,,7.3,,,East,6.9,13,7,6,0,8,3,5,0,7,4,3,0,5,3,2,0,220,2,10,8,7,13,3,181,12,3,678,23,2751,375,211,11,25,79,661,21518,0,73,8,339,18,1660,34,84,52,138,4411,20,,No,1,41,0
,4250395,Markel Perry,LB,Sam Houston State,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,,1.5,18.0,,0.0,4.5,30.0,,,,,,,,,3.5,12,3,9,0,8,2,6,0,5,2,3,0,6,1,5,0,219,13,22,4,7,12,2,217,12,0,440,27,2668,448,282,13,15,61,506,21382,0,144,21,368,13,1069,17,51,65,183,3737,16,,No,10,42,3
,4250510,Andre' Sam,S,LSU,,,,,,,,,,,20.0,,,,,,3.0,,,,,,2.0,,0.0,,0.0,41.0,,0.0,1.0,75.0,,,60.0,,,,,West,8.9,13,10,3,0,8,6,2,0,7,7,0,0,4,2,2,0,334,6,15,3,4,13,1,107,5,0,399,22,4407,411,286,10,44,79,672,22504,0,74,7,430,34,2658,31,73,71,130,7065,8,,No,9,43,3
2023.0,4250679,Dominique Shoffner,QB,Charlotte,American Athletic,0.0208,0.0264,0.0167,0.0216,0.028,0.006,0.022,0.018,9.0,,7.0,4.0,,,,1.0,,19.0,,,0.444,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,67.0,4.1,4.3,,,,3.2,12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0,202,19,35,6,6,12,1,107,16,0,619,30,2013,328,186,11,7,83,703,23255,1,227,24,464,16,1740,19,60,40,169,3753,22,,No,0,44,2
,4251117,Eddie Heckard,CB,BYU,,,,,,,,,,,13.6,,,,,0.0,5.0,,,0.0,,,6.0,,0.0,1.0,1.0,27.0,,2.0,4.5,47.0,,,68.0,,,,,,3.6,12,5,7,0,9,2,7,0,6,4,2,0,6,1,5,0,201,13,26,10,6,12,2,208,9,0,612,30,2465,396,220,14,17,64,516,20393,0,93,23,360,15,1252,11,50,45,156,3717,19,,No,11,45,3
2023.0,4251136,Spencer Curtis,WR,Nevada,Mountain West,0.0431,0.092,0.0,0.0395,0.046,0.046,0.035,0.051,,,,,,,,,,73.0,,,,0.0,,0.0,30.0,0.0,1.0,,1.0,0.0,1.0,,,373.0,,,,12.4,West,2.5,12,2,10,0,8,2,6,0,6,1,5,0,6,1,5,0,200,10,23,8,7,12,3,287,12,0,484,28,2102,345,191,9,6,81,702,21830,0,118,7,443,14,1498,15,48,52,174,3600,20,,No,2,46,9
,4256059,Chaz Ah You,LB,BYU,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,2.0,,0.0,0.0,4.0,,,,,,,,,3.6,12,5,7,0,9,2,7,0,6,4,2,0,6,1,5,0,201,13,26,10,6,12,2,208,9,0,612,30,2465,396,220,14,17,64,516,20393,0,93,23,360,15,1252,11,50,45,156,3717,19,,No,10,45,3
,4258326,Jordan Strachan,DE,South Carolina,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,5.0,15.0,,0.0,8.0,20.0,,,,,,,,East,5.6,12,5,7,0,8,3,5,0,7,5,2,0,4,0,4,0,217,9,24,5,7,12,1,129,8,0,352,20,3336,412,283,10,21,85,661,20375,1,112,15,369,17,1021,22,55,54,161,4357,13,,No,5,47,3
2023.0,4258412,Perry Carter,WR,Jacksonville State,Conference USA,0.0496,0.1208,0.0096,0.0446,0.061,0.044,0.033,0.069,,,5.0,,,,,,,73.0,,,,,,,34.0,,,,3.0,,,,,648.0,,6.0,,18.2,,7.6,13,9,4,0,8,6,2,0,6,5,1,0,6,3,3,0,289,14,27,9,9,13,0,249,12,0,222,11,2223,350,182,16,12,63,564,20844,1,104,18,647,35,3077,38,91,78,207,5300,21,,No,2,40,8
