,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Weight,Height,Jersey,Year,Home City,Home State,Home Country,Home Latitude,Home Longitude,Home County Fips,Recruit Ids,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
0,2022,4240654,Brian Polendey,TE,West Virginia,Big12,0.0069,0.0135,0.0,0.0104,0.004,0.006,0.004,0.004,,,,,,,,,,15.0,,,,,,,6.0,,,,0.0,,,,,36.0,,,,6.0,,,,,,,,,,,,277,,5.3,12,5,7,0,9,3,6,0,6,3,3,0,6,2,4,0,276,22,32,6,11,12,2,76,12,0,444,25,2720,426,255,4,20,77,636,22559,0,73,12,446,24,2058,26,68,73,178,4778,18,,No
1,2022,4240819,Kade Warner,WR,Kansas State,Big12,0.0689,0.1531,0.0056,0.0414,0.087,0.105,0.062,0.113,,,3.0,,,,,,,52.0,,,,,,,46.0,,,,5.0,,,,,477.0,,7.0,,9.9,,,,,,,,,,,,2306,,10.1,14,10,4,0,10,8,2,0,7,5,2,0,5,4,1,0,281,17,29,6,13,14,1,101,6,0,804,35,2947,388,242,16,21,74,601,26643,2,197,16,569,32,2916,30,68,76,195,5863,12,,No
2,2022,4241407,Braydon Johnson,WR,Oklahoma State,Big12,0.0616,0.1097,0.0045,0.0494,0.063,0.08,0.059,0.077,,,2.0,,,,,,,66.0,,,,,,,32.0,,,,3.0,,,,,583.0,,8.5,,17.7,,,,,,,,,,,,197,,5.5,13,7,6,0,9,4,5,0,7,6,1,0,5,1,4,0,289,5,16,5,6,13,0,104,18,1,779,33,3634,524,292,13,24,46,436,21663,1,147,16,476,20,1633,25,86,72,204,5267,23,,No
3,2022,4259174,Gavin Holmes,WR,Baylor,Big12,0.0398,0.0904,0.0,0.0419,0.032,0.053,0.016,0.061,,32.3,,,,,,,,155.0,,14.0,,0.0,,0.0,27.0,0.0,1.0,,6.0,0.0,1.0,,,730.0,,,,19.3,,,,,,,,,,,,239,,7.4,13,6,7,0,9,4,5,0,6,3,3,0,6,3,3,0,295,30,47,7,7,13,1,87,11,0,596,35,3009,392,247,13,19,62,533,24573,1,189,15,535,34,2371,24,60,72,179,5380,18,,No
4,2022,4259197,Tarique Milton,WR,Texas,Big12,0.005,0.0101,0.0,0.008,0.004,0.0,0.0,0.004,,15.0,,,,,,,,43.0,,1.0,,,,,2.0,,,,0.0,,,,,55.0,,,,20.0,,,,,,,,,,,,251,,9.8,13,8,5,0,9,6,3,0,7,5,2,0,4,2,2,0,296,12,22,7,7,13,2,167,7,0,472,21,3138,405,248,10,22,79,615,21302,1,186,21,470,29,2444,27,87,64,165,5582,14,,No
5,2022,4360282,Drake Stoops,WR,Oklahoma,Big12,0.0556,0.1082,0.0136,0.0523,0.053,0.07,0.042,0.07,1.0,,8.0,1.0,,,,0.0,,47.0,,,1.0,,,,39.0,,,,3.0,,,,,454.0,13.0,6.0,,10.1,,,,,,,,,,,,201,,7.3,13,6,7,0,9,3,6,0,6,4,2,0,5,2,3,0,309,11,27,7,8,13,0,131,8,0,481,25,3310,407,251,17,27,74,652,20534,0,169,13,580,28,2859,28,101,80,195,6169,15,,No
6,2022,4360290,Brayden Willis,TE,Oklahoma,Big12,0.0578,0.113,0.0136,0.0641,0.046,0.065,0.046,0.056,1.0,,10.0,1.0,,,1.0,0.0,,84.0,1.0,,1.0,,,,39.0,,,,8.0,,,,,564.0,24.0,2.6,,13.2,,,,,,,,,,,,201,,7.3,13,6,7,0,9,3,6,0,6,4,2,0,5,2,3,0,309,11,27,7,8,13,0,131,8,0,481,25,3310,407,251,17,27,74,652,20534,0,169,13,580,28,2859,28,101,80,195,6169,15,,No
7,2022,4360649,Dimitri Stanley,WR,Iowa State,Big12,0.0455,0.0798,0.0,0.0307,0.042,0.074,0.028,0.077,,9.0,,,,,,,,62.0,,1.0,,0.0,,0.0,32.0,0.0,1.0,,1.0,0.0,1.0,,,392.0,,,,12.0,,,,,,,,,,,,66,,4.7,12,4,8,0,9,1,8,0,7,3,4,0,5,1,4,0,245,15,27,7,14,12,0,84,15,0,348,21,3141,479,313,7,19,67,548,23128,0,87,13,394,10,1286,18,64,80,191,4427,22,,No
8,2022,4360689,Tyler Shough,QB,Texas Tech,Big12,0.1916,0.2598,0.1095,0.1785,0.185,0.226,0.199,0.203,177.0,,72.0,106.0,,,1.0,4.0,,36.0,0.0,,0.599,,,,0.0,,,,11.0,,,,,1573.0,7.4,3.7,,,,,,,,,,,,,,2641,,6.4,13,8,5,0,9,5,4,0,7,6,1,0,5,1,4,0,345,34,53,7,13,13,0,47,18,1,681,30,3927,570,349,9,26,74,576,23388,0,112,17,525,28,2073,29,82,77,211,6000,25,,No
9,2022,4360900,Jason Bean,QB,Kansas,Big12,0.202,0.3446,0.0773,0.1698,0.191,0.274,0.172,0.269,136.0,,38.0,87.0,,,2.0,4.0,1.0,114.0,1.0,1.0,0.64,,,,0.0,,,0.0,18.0,,,,,1543.0,9.4,5.8,41.0,,,,,,,,,,,,,2305,,6.9,13,6,7,0,9,3,6,0,6,4,2,0,6,2,4,0,264,9,19,11,11,13,1,208,8,0,410,24,3307,371,242,12,32,69,605,22494,0,15,4,446,29,2386,24,57,80,158,5693,19,,No
10,2022,4361182,Adrian Martinez,QB,Kansas State,Big12,0.3118,0.479,0.1859,0.2652,0.302,0.408,0.335,0.356,184.0,,111.0,118.0,,,5.0,1.0,,80.0,1.0,,0.641,,,,1.0,,,,16.0,,,,,1899.0,6.9,5.6,,11.0,,,,,,,,,,,,2306,,10.1,14,10,4,0,10,8,2,0,7,5,2,0,5,4,1,0,281,17,29,6,13,14,1,101,6,0,804,35,2947,388,242,16,21,74,601,26643,2,197,16,569,32,2916,30,68,76,195,5863,12,,No
11,2022,4361745,Beau Coberley,WR,Iowa State,Big12,0.0047,0.0082,0.0,0.0028,0.004,0.005,0.005,0.007,,,,,,,,,,9.0,,,,,,,2.0,,,,0.0,,,,,13.0,,,,6.5,,,,,,,,,,,,66,,4.7,12,4,8,0,9,1,8,0,7,3,4,0,5,1,4,0,245,15,27,7,14,12,0,84,15,0,348,21,3141,479,313,7,19,67,548,23128,0,87,13,394,10,1286,18,64,80,191,4427,22,,No
12,2022,4361749,Jared Rus,TE,Iowa State,Big12,0.0082,0.0123,0.0028,0.0056,0.018,0.0,0.005,0.014,,,,,,,1.0,,,13.0,0.0,,,,,,7.0,,,,0.0,,,,,45.0,,,,6.4,,,,,,,,,,,,66,,4.7,12,4,8,0,9,1,8,0,7,3,4,0,5,1,4,0,245,15,27,7,14,12,0,84,15,0,348,21,3141,479,313,7,19,67,548,23128,0,87,13,394,10,1286,18,64,80,191,4427,22,,No
13,2022,4361762,Sean Shaw Jr.,WR,Iowa State,Big12,0.0233,0.0389,0.0028,0.0196,0.021,0.032,0.018,0.031,,,,,,,2.0,,,18.0,2.0,,,,,,16.0,,,,2.0,,,,,153.0,,,,9.6,,,,,,,,,,,,66,,4.7,12,4,8,0,9,1,8,0,7,3,4,0,5,1,4,0,245,15,27,7,14,12,0,84,15,0,348,21,3141,479,313,7,19,67,548,23128,0,87,13,394,10,1286,18,64,80,191,4427,22,3.0,Yes
14,2022,4361825,Spencer Sanders,QB,Oklahoma State,Big12,0.4773,0.7082,0.2054,0.4382,0.486,0.548,0.377,0.583,368.0,,107.0,212.0,,,,9.0,,31.0,,,0.576,,,,1.0,,,,25.0,,,,,3035.0,7.2,3.7,,2.0,,,,,,,,,,,,197,,5.5,13,7,6,0,9,4,5,0,7,6,1,0,5,1,4,0,289,5,16,5,6,13,0,104,18,1,779,33,3634,524,292,13,24,46,436,21663,1,147,16,476,20,1633,25,86,72,204,5267,23,3.0,Yes
15,2022,4361862,Braden Cassity,FB,Oklahoma State,Big12,0.0061,0.0093,0.0022,0.0045,0.0,0.02,0.005,0.009,,,,,,,1.0,,,38.0,0.0,,,0.0,,0.0,5.0,0.0,1.0,,0.0,0.0,1.0,,,57.0,,,,11.4,,,,,,,,,,,,197,,5.5,13,7,6,0,9,4,5,0,7,6,1,0,5,1,4,0,289,5,16,5,6,13,0,104,18,1,779,33,3634,524,292,13,24,46,436,21663,1,147,16,476,20,1633,25,86,72,204,5267,23,,No
16,2022,4362162,SaRodorick Thompson,RB,Texas Tech,Big12,0.1477,0.0475,0.2737,0.1634,0.162,0.104,0.18,0.105,,,140.0,,,,2.0,,,66.0,1.0,,,,,,23.0,,,,8.0,,,,,803.0,,4.9,,5.2,,,,,,,,,,,,2641,,6.4,13,8,5,0,9,5,4,0,7,6,1,0,5,1,4,0,345,34,53,7,13,13,0,47,18,1,681,30,3927,570,349,9,26,74,576,23388,0,112,17,525,28,2073,29,82,77,211,6000,25,,No
17,2022,4362166,Kevin Terry,WR,Kansas,Big12,0.011,0.0209,0.0023,0.0106,0.011,0.013,0.005,0.016,,,1.0,,,,,,,30.0,,,,,,,8.0,,,,0.0,,,,,89.0,,-4.0,,11.6,,,,,,,,,,,,2305,,6.9,13,6,7,0,9,3,6,0,6,4,2,0,6,2,4,0,264,9,19,11,11,13,1,208,8,0,410,24,3307,371,242,12,32,69,605,22494,0,15,4,446,29,2386,24,57,80,158,5693,19,,No
18,2022,4362208,Sam James,WR,West Virginia,Big12,0.0735,0.1377,0.0071,0.0677,0.068,0.097,0.041,0.109,1.0,19.5,3.0,1.0,,,,0.0,,118.0,,11.0,1.0,0.0,,0.0,46.0,0.0,1.0,,6.0,0.0,1.0,,,980.0,12.0,3.0,,16.2,,,,,,,,,,,,277,,5.3,12,5,7,0,9,3,6,0,6,3,3,0,6,2,4,0,276,22,32,6,11,12,2,76,12,0,444,25,2720,426,255,4,20,77,636,22559,0,73,12,446,24,2058,26,68,73,178,4778,18,,No
