"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2023","21","San Diego State","Mountain West","West","5.6","12","4","8","0","8","2","6","0","7","3","4","0","5","1","4","0"
"2023","23","San José State","Mountain West","West","7.1","13","7","6","0","8","6","2","0","6","4","2","0","6","3","3","0"
"2023","36","Colorado State","Mountain West","Mountain","4.6","12","5","7","0","8","3","5","0","6","4","2","0","6","1","5","0"
"2023","62","Hawai'i","Mountain West","West","4","13","5","8","0","8","3","5","0","7","4","3","0","6","1","5","0"
"2023","68","Boise State","Mountain West","Mountain","9.1","14","8","6","0","9","7","2","0","6","5","1","0","7","3","4","0"
"2023","167","New Mexico","Mountain West","Mountain","4.5","12","4","8","0","8","2","6","0","6","2","4","0","6","2","4","0"
"2023","278","Fresno State","Mountain West","West","6.2","13","9","4","0","8","4","4","0","6","5","1","0","6","3","3","0"
"2023","328","Utah State","Mountain West","Mountain","6.2","13","6","7","0","8","4","4","0","6","3","3","0","6","3","3","0"
"2023","2005","Air Force","Mountain West","Mountain","10.7","13","9","4","0","8","5","3","0","5","4","1","0","5","3","2","0"
"2023","2439","UNLV","Mountain West","West","8.4","14","9","5","0","9","6","3","0","7","5","2","0","6","4","2","0"
"2023","2440","Nevada","Mountain West","West","2.5","12","2","10","0","8","2","6","0","6","1","5","0","6","1","5","0"
"2023","2751","Wyoming","Mountain West","Mountain","7.3","13","9","4","0","8","5","3","0","7","7","0","0","5","1","4","0"
