"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2021","52","Florida State","ACC","Atlantic","6","12","5","7","0","9","4","5","0","7","3","4","0","5","2","3","0"
"2021","59","Georgia Tech","ACC","Coastal","3","12","3","9","0","9","2","7","0","6","1","5","0","5","1","4","0"
"2021","97","Louisville","ACC","Atlantic","8.8","13","6","7","0","8","4","4","0","7","4","3","0","4","2","2","0"
"2021","103","Boston College","ACC","Atlantic","6.4","12","6","6","0","8","2","6","0","6","3","3","0","6","3","3","0"
"2021","150","Duke","ACC","Coastal","4.1","12","3","9","0","8","0","8","0","7","3","4","0","5","0","5","0"
"2021","152","NC State","ACC","Atlantic","8","12","9","3","0","8","6","2","0","7","7","0","0","5","2","3","0"
"2021","153","North Carolina","ACC","Coastal","5.8","13","6","7","0","10","4","6","0","7","6","1","0","4","0","4","0"
"2021","154","Wake Forest","ACC","Atlantic","7.5","14","11","3","0","10","7","3","0","6","6","0","0","6","4","2","0"
"2021","183","Syracuse","ACC","Atlantic","5.6","12","5","7","0","8","2","6","0","7","3","4","0","5","2","3","0"
"2021","221","Pittsburgh","ACC","Coastal","10.6","14","11","3","0","9","8","1","0","7","5","2","0","5","5","0","0"
"2021","228","Clemson","ACC","Atlantic","8.7","13","10","3","0","8","6","2","0","6","6","0","0","5","3","2","0"
"2021","258","Virginia","ACC","Coastal","4.6","12","6","6","0","9","4","5","0","7","4","3","0","5","2","3","0"
"2021","259","Virginia Tech","ACC","Coastal","5.9","13","6","7","0","9","4","5","0","7","4","3","0","5","2","3","0"
"2021","2390","Miami","ACC","Coastal","6","12","7","5","0","8","5","3","0","7","5","2","0","4","2","2","0"
