"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2023","5","UAB","American Athletic","","6.1","12","4","8","0","8","3","5","0","6","4","2","0","6","0","6","0"
"2023","58","South Florida","American Athletic","","6.8","13","7","6","0","8","4","4","0","6","4","2","0","6","2","4","0"
"2023","151","East Carolina","American Athletic","","3.5","12","2","10","0","8","1","7","0","6","1","5","0","6","1","5","0"
"2023","202","Tulsa","American Athletic","","5.4","12","4","8","0","8","2","6","0","6","2","4","0","6","2","4","0"
"2023","218","Temple","American Athletic","","2.8","12","3","9","0","8","1","7","0","7","3","4","0","5","0","5","0"
"2023","235","Memphis","American Athletic","","7.8","13","10","3","0","8","6","2","0","6","4","2","0","6","6","0","0"
"2023","242","Rice","American Athletic","","5.3","13","6","7","0","8","4","4","0","7","4","3","0","5","2","3","0"
"2023","249","North Texas","American Athletic","","3.8","12","5","7","0","8","3","5","0","6","3","3","0","6","2","4","0"
"2023","2226","Florida Atlantic","American Athletic","","3.9","12","4","8","0","8","3","5","0","6","2","4","0","6","2","4","0"
"2023","2426","Navy","American Athletic","","5.8","12","5","7","0","8","4","4","0","6","4","2","0","4","1","3","0"
"2023","2429","Charlotte","American Athletic","","3.2","12","3","9","0","8","2","6","0","6","1","5","0","6","2","4","0"
"2023","2567","SMU","American Athletic","","10.7","14","11","3","0","9","9","0","0","6","6","0","0","7","5","2","0"
"2023","2636","UT San Antonio","American Athletic","","9.1","13","9","4","0","8","7","1","0","6","5","1","0","6","3","3","0"
"2023","2655","Tulane","American Athletic","","9.9","14","11","3","0","9","8","1","0","8","6","2","0","5","5","0","0"
