"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2021","9","Arizona State","Pac-12","South","9.2","13","8","5","0","9","6","3","0","7","6","1","0","5","2","3","0"
"2021","12","Arizona","Pac-12","South","1.9","12","1","11","0","9","1","8","0","6","1","5","0","5","0","5","0"
"2021","24","Stanford","Pac-12","North","2.8","12","3","9","0","9","2","7","0","6","1","5","0","5","2","3","0"
"2021","25","California","Pac-12","North","6.1","12","5","7","0","9","4","5","0","6","4","2","0","6","1","5","0"
"2021","26","UCLA","Pac-12","South","8.8","12","8","4","0","9","6","3","0","7","4","3","0","5","4","1","0"
"2021","30","USC","Pac-12","South","3.5","12","4","8","0","9","3","6","0","7","2","5","0","5","2","3","0"
"2021","38","Colorado","Pac-12","South","3.2","12","4","8","0","9","3","6","0","6","4","2","0","5","0","5","0"
"2021","204","Oregon State","Pac-12","North","8.7","13","7","6","0","9","5","4","0","6","6","0","0","6","1","5","0"
"2021","254","Utah","Pac-12","South","10.2","14","10","4","0","10","9","1","0","6","6","0","0","6","3","3","0"
"2021","264","Washington","Pac-12","North","4.5","12","4","8","0","9","3","6","0","7","2","5","0","5","2","3","0"
"2021","265","Washington State","Pac-12","North","5.6","13","7","6","0","9","6","3","0","7","4","3","0","5","3","2","0"
"2021","2483","Oregon","Pac-12","North","9.8","14","10","4","0","10","7","3","0","7","7","0","0","5","3","2","0"
