"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2023","189","Bowling Green","Mid-American","East","6.8","13","7","6","0","8","5","3","0","5","3","2","0","7","4","3","0"
"2023","193","Miami (OH)","Mid-American","East","9","14","11","3","0","9","8","1","0","5","4","1","0","7","6","1","0"
"2023","195","Ohio","Mid-American","East","9.2","13","10","3","0","8","6","2","0","6","5","1","0","6","4","2","0"
"2023","2006","Akron","Mid-American","East","3.8","12","2","10","0","8","1","7","0","5","2","3","0","7","0","7","0"
"2023","2050","Ball State","Mid-American","West","5.7","12","4","8","0","8","3","5","0","6","3","3","0","6","1","5","0"
"2023","2084","Buffalo","Mid-American","East","2.8","12","3","9","0","8","3","5","0","6","1","5","0","6","2","4","0"
"2023","2117","Central Michigan","Mid-American","West","3.8","12","5","7","0","8","3","5","0","5","4","1","0","7","1","6","0"
"2023","2199","Eastern Michigan","Mid-American","West","4.5","13","6","7","0","8","4","4","0","7","5","2","0","6","1","5","0"
"2023","2309","Kent State","Mid-American","East","2.1","12","1","11","0","8","0","8","0","5","1","4","0","7","0","7","0"
"2023","2459","Northern Illinois","Mid-American","West","7.9","13","7","6","0","8","5","3","0","6","3","3","0","6","3","3","0"
"2023","2649","Toledo","Mid-American","West","10.7","14","11","3","0","9","8","1","0","6","6","0","0","6","5","1","0"
"2023","2711","Western Michigan","Mid-American","West","4.5","12","4","8","0","8","3","5","0","5","3","2","0","7","1","6","0"
