"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2023","66","Iowa State","Big 12","","8","13","7","6","0","9","6","3","0","7","3","4","0","6","4","2","0"
"2023","197","Oklahoma State","Big 12","","5.8","14","10","4","0","10","7","3","0","7","6","1","0","5","3","2","0"
"2023","201","Oklahoma","Big 12","","10.9","13","10","3","0","9","7","2","0","6","6","0","0","5","3","2","0"
"2023","239","Baylor","Big 12","","2.4","12","3","9","0","9","2","7","0","8","1","7","0","4","2","2","0"
"2023","248","Houston","Big 12","","2.8","12","4","8","0","9","2","7","0","7","3","4","0","5","1","4","0"
"2023","251","Texas","Big 12","","11.3","14","12","2","0","10","9","1","0","6","6","0","0","5","5","0","0"
"2023","252","BYU","Big 12","","3.6","12","5","7","0","9","2","7","0","6","4","2","0","6","1","5","0"
"2023","277","West Virginia","Big 12","","8.8","13","9","4","0","9","6","3","0","6","5","1","0","6","3","3","0"
"2023","2116","UCF","Big 12","","9.3","13","6","7","0","9","3","6","0","6","4","2","0","6","2","4","0"
"2023","2132","Cincinnati","Big 12","","5","12","3","9","0","9","1","8","0","7","1","6","0","5","2","3","0"
"2023","2305","Kansas","Big 12","","10.7","13","9","4","0","9","5","4","0","7","5","2","0","5","3","2","0"
"2023","2306","Kansas State","Big 12","","7.6","13","9","4","0","9","6","3","0","7","6","1","0","5","2","3","0"
"2023","2628","TCU","Big 12","","6.2","12","5","7","0","9","3","6","0","7","4","3","0","5","1","4","0"
"2023","2641","Texas Tech","Big 12","","6","13","7","6","0","9","5","4","0","6","4","2","0","6","2","4","0"
